avg_stairs,avg_lift
141.01071876272678,212.47267995631378
,
,
81.21847381800954,444.5524124283668
105.09279978700367,535.4332461538013
129.13700311134716,454.8189595327338
152.6732885039525,591.0550098482053
176.79462930417034,587.0201555789579
201.5697958455854,531.0263007108911
224.6923280887796,607.2679654159936
248.3841951728875,687.6049430961145
